t,area,f0_x,f0_y,f0_z,f0_n,f0_mag,f2_x,f2_y,f2_z,f2_n,f2_mag
3.390018e-03, 6.965099e-04,-1.622226e+05,-2.152175e+05,-1.264544e+03,-2.775028e+05,2.695113e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.400526e-03, 7.005543e-04,-1.636133e+05,-2.180902e+05,-6.036479e+02,-2.804661e+05,2.726408e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.411032e-03, 6.748828e-04,-1.597304e+05,-2.096300e+05,-1.302293e+03,-2.710840e+05,2.635531e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.420485e-03, 6.926684e-04,-1.618612e+05,-2.158420e+05,-3.990857e+02,-2.774677e+05,2.697907e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.430987e-03, 6.712553e-04,-1.585208e+05,-2.095693e+05,-2.907988e+02,-2.702380e+05,2.627703e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.440436e-03, 6.717877e-04,-1.582293e+05,-2.099227e+05,-4.197349e+01,-2.702688e+05,2.628765e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.450933e-03, 6.723849e-04,-1.575979e+05,-2.094638e+05,7.138108e+01,-2.694854e+05,2.621301e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.460379e-03, 6.729197e-04,-1.574471e+05,-2.096705e+05,2.229251e+02,-2.694376e+05,2.622048e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.470873e-03, 6.956364e-04,-1.612432e+05,-2.176589e+05,2.763788e+02,-2.782344e+05,2.708779e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.480315e-03, 6.961995e-04,-1.614688e+05,-2.186069e+05,4.058744e+02,-2.790421e+05,2.717744e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.490805e-03, 6.968317e-04,-1.614796e+05,-2.189900e+05,5.749303e+02,-2.793658e+05,2.720893e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.500245e-03, 6.862164e-04,-1.591151e+05,-2.156635e+05,5.433301e+02,-2.750927e+05,2.680087e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.510731e-03, 6.868323e-04,-1.588384e+05,-2.180468e+05,3.868611e+02,-2.765644e+05,2.697670e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.520168e-03, 6.873898e-04,-1.604297e+05,-2.193156e+05,5.539883e+02,-2.786193e+05,2.717302e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.530651e-03, 6.911216e-04,-1.618198e+05,-2.220467e+05,4.965435e+02,-2.816531e+05,2.747556e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.540084e-03, 6.916800e-04,-1.632940e+05,-2.231505e+05,3.976023e+01,-2.835736e+05,2.765160e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.550563e-03, 6.891804e-04,-1.626523e+05,-2.245465e+05,7.823624e+02,-2.841779e+05,2.772680e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.561040e-03, 6.898103e-04,-1.624092e+05,-2.259590e+05,3.799550e+02,-2.852717e+05,2.782703e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.570467e-03, 6.903771e-04,-1.636474e+05,-2.267909e+05,-4.652854e+02,-2.867897e+05,2.796690e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.580939e-03, 6.910109e-04,-1.639434e+05,-2.284985e+05,6.387597e+02,-2.882545e+05,2.812284e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.590363e-03, 6.915868e-04,-1.655763e+05,-2.299908e+05,-7.002440e+02,-2.905116e+05,2.833933e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.600831e-03, 6.922288e-04,-1.658965e+05,-2.321771e+05,2.257096e+02,-2.925757e+05,2.853558e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.610251e-03, 6.969779e-04,-1.690949e+05,-2.357440e+05,-8.771483e+02,-2.972629e+05,2.901191e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.620715e-03, 7.108331e-04,-1.714533e+05,-2.410163e+05,4.284187e+02,-3.031434e+05,2.957791e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.630130e-03, 7.114975e-04,-1.721752e+05,-2.421169e+05,-5.155680e+02,-3.041506e+05,2.970946e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.640589e-03, 7.036463e-04,-1.690161e+05,-2.405251e+05,-6.115994e+02,-3.007517e+05,2.939713e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.650001e-03, 7.043035e-04,-1.698164e+05,-2.409031e+05,-1.672616e+03,-3.015284e+05,2.947452e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.660455e-03, 7.104282e-04,-1.706382e+05,-2.434647e+05,-2.570553e+02,-3.040472e+05,2.973088e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.670907e-03, 7.112330e-04,-1.723637e+05,-2.453262e+05,-2.507405e+02,-3.062919e+05,2.998237e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.680311e-03, 7.119707e-04,-1.729081e+05,-2.469387e+05,-4.930043e+01,-3.080332e+05,3.014563e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.690758e-03, 7.128099e-04,-1.723974e+05,-2.474507e+05,-2.432442e+02,-3.078607e+05,3.015838e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.700159e-03, 7.135433e-04,-1.720210e+05,-2.478702e+05,-2.329412e+02,-3.078944e+05,3.017133e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.710601e-03, 7.143478e-04,-1.725880e+05,-2.484738e+05,2.200361e+02,-3.086517e+05,3.025325e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.721042e-03, 7.151689e-04,-1.743407e+05,-2.498146e+05,-1.806880e+01,-3.109250e+05,3.046342e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.730436e-03, 7.159174e-04,-1.756640e+05,-2.517753e+05,-1.033718e+01,-3.134074e+05,3.069994e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.740873e-03, 7.167391e-04,-1.764697e+05,-2.525874e+05,2.976149e+02,-3.146299e+05,3.081267e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.750264e-03, 7.174769e-04,-1.747090e+05,-2.522854e+05,4.081774e+02,-3.131409e+05,3.068735e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.760697e-03, 7.182965e-04,-1.745728e+05,-2.511370e+05,7.131029e+02,-3.122037e+05,3.058528e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.770085e-03, 7.228963e-04,-1.747361e+05,-2.515980e+05,1.027556e+03,-3.126482e+05,3.063255e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.780515e-03, 7.237253e-04,-1.753289e+05,-2.504017e+05,1.213184e+03,-3.121779e+05,3.056840e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.790943e-03, 7.245737e-04,-1.766131e+05,-2.523685e+05,1.328327e+03,-3.145461e+05,3.080321e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.800326e-03, 7.253356e-04,-1.778959e+05,-2.539996e+05,1.069960e+03,-3.166707e+05,3.101031e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.810750e-03, 7.261896e-04,-1.798472e+05,-2.564262e+05,8.541907e+02,-3.199643e+05,3.132094e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.820130e-03, 7.269648e-04,-1.799563e+05,-2.562417e+05,1.480376e+03,-3.199548e+05,3.131234e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.830550e-03, 7.278308e-04,-1.809518e+05,-2.566679e+05,1.318871e+03,-3.210412e+05,3.140441e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.840969e-03, 7.325772e-04,-1.824689e+05,-2.569272e+05,1.297427e+03,-3.224281e+05,3.151320e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.850344e-03, 7.495224e-04,-1.875472e+05,-2.616624e+05,8.435152e+02,-3.294005e+05,3.219346e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.860759e-03, 7.504590e-04,-1.885376e+05,-2.609790e+05,9.496200e+02,-3.296171e+05,3.219587e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.870131e-03, 7.513223e-04,-1.865475e+05,-2.607014e+05,8.144073e+02,-3.279373e+05,3.205711e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.880543e-03, 7.432177e-04,-1.815968e+05,-2.564878e+05,-2.942237e+02,-3.213289e+05,3.142665e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.890954e-03, 7.399778e-04,-1.781689e+05,-2.500541e+05,8.672444e+02,-3.141180e+05,3.070374e+05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
